Mã số thuế SOE1,Mã số thuế SOE2,Doanh thu,Ngành nghề kinh doanh chính,Địa chỉ,Thành Phố,Tên SOE2,Tên SOE1
0100102608,5700101210,3918374361032,Khai khoáng khác chưa được phân vào đâu,Khu công nghiệp Cái Lân - Phường Bãi Cháy - Thành phố Hạ Long - Quảng Ninh,Quảng Ninh,Công ty TNHH sản xuất bột mỳ VIMAFLOUR,Tổng công ty lương thực miền Bắc
0100110006,0311158663,,,,,,Tổng Công ty VTC
1800278630,0103811666,81341333809,Hoạt động dịch vụ hỗ trợ kinh doanh khác chưa được phân vào đâu,71B phố Hàng Trống - Phường Hàng Trống - Quận Hoàn Kiếm - Hà Nội,Hà Nội,Công ty TNHH một thành viên quản lý nợ và khai thác tài sản- NH thương mại cổ phần Sài Gòn- Hà Nội,Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội
1800278630,0107779290,,Hoạt động trung gian tiền tệ khác,"Tầng 1, Tòa nhà 18T2, Khu đô thị Trung Hòa - Nhân Chính, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội",Hà Nội,Công Ty Tài Chính Trách Nhiệm Hữu Hạn Một Thành Viên Ngân Hàng Thương Mại Cổ Phần Sài Gòn - Hà Nội,Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội
1700169765,0304767745,44160015564,Hoạt động trung gian tiền tệ khác,"Tầng 7, số 444, đường Hoàng Hoa Thám - Phường Bưởi - Quận Tây Hồ - Hà Nội",Hà Nội,Công Ty TNHH Quản Lý Nợ Và Khai Thác Tài Sản Ngân Hàng Quốc Dân,Ngân hàng TMCP Quốc dân
1700169765,4201763383,0,"Bán buôn thiết bị và linh kiện điện tử, viễn thông","359 Lê Hồng Phong, Phường Phước Hòa, Thành phố Nha Trang, Tỉnh Khánh Hòa",Khánh Hòa,Công Ty TNHH Thương Mại Dịch Vụ Viễn Thông Minh Vi,Ngân hàng TMCP Quốc dân
0100233223,0801354868,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 14 Chương Dương, Phường Trần Phú, Thành phố Hải Dương, Tỉnh Hải Dương",Hải Dương,Công Ty TNHH T&t Land Hải Dương,Công ty Cổ phần Tập đoàn T&T
0100233223,1602146752,0," 1.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bất động sản 6810(Chính)",Số 01-C1  Đường Lê Lai  Khóm Bình Long 1,Tỉnh An Giang,Công Ty TNHH T&t Land Bình Khánh,Công ty Cổ phần Tập đoàn T&T
0100233223,1602146777,0," 1.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bất động sản 6810(Chính)",Số 01-C1  Đường Lê Lai  Khóm Bình Long 1,Tỉnh An Giang,Công Ty TNHH T&t Land Long Xuyên,Công ty Cổ phần Tập đoàn T&T
0100233223,1801702690,0,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",Ấp Thới Thuận, Cần Thơ,CÔNG TY TNHH NÔNG NGHIỆP ỨNG DỤNG CÔNG NGHỆ CAO T&T CẦN THƠ,Công ty Cổ phần Tập đoàn T&T
0100233223,2001354326,0," 1.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bất động sản 6810(Chính)","Số 33, Đường Ngô Gia Tự, Khóm 5, Phường 5, Thành phô Càả Mau, Tỉnh Cà Mau, Việt Nam",Tỉnh Cà Mau,CÔNG TY TNHH TẤ&T LAND CÁ MAU,Công ty Cổ phần Tập đoàn T&T
0100233223,3002226551,0," 1.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bất động sản 6810(Chính)","Tô dân phố sô 4, Phường Đại Nài, Thành phố Hà Tĩnh, Tỉnh Hà Tĩnh, Việt Nam",Tỉnh Hà Tĩnh,CÔNG TY TNHH TẤ&T LAND THẠCH BÌNH,Công ty Cổ phần Tập đoàn T&T
0100233223,3200713067,0,,,,,Công ty Cổ phần Tập đoàn T&T
0100233223,4001232265,0," 1.  Kinh doanh bât động sản, quyên sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bất động sản 6810(Chính)",233 Trần Nhân Tông,Tỉnh Quảng Nam,Công Ty TNHH Nông Nghiệp Công Nghệ Cao T&t Đông Quảng Nam,Công ty Cổ phần Tập đoàn T&T
0100233223,4001232297,0," 1.  Kinh doanh bât động sản, quyên sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bất động sản 6810(Chính)",233 Trần Nhân Tông,Tỉnh Quảng Nam,Công Ty TNHH Nông Nghiệp Công Nghệ Cao T&t Điện Hòa Quảng Nam,Công ty Cổ phần Tập đoàn T&T
2600357502,0100100664,,,,,,Tổng Công ty Giấy Việt Nam
0100106144,0100112469,36582904712,,,,,TỔNG CÔNG TY ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ - CÔNG TY TRÁCH NHIỆM HỮU HẠN
3600252847,0313301774,0,Quảng cáo,số 80 Nguyễn Văn Trỗi - Phường 08 - Quận Phú Nhuận - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Truyền Thông Đa Phương Tiện Trường Hải,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
3600252847,3100997182,787108398143,Bán buôn ô tô và xe có động cơ khác,"Đường Hữu Nghị, Tổ DP 14 - Phường Nam Lý - Thành phố Đồng Hới - Quảng Bình",Quảng Bình,Công Ty TNHH Trường Hải Quảng Bình,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
3600252847,3301546302,818570977367,,,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
3600252847,3701732783,1602356302700,Bán buôn ô tô và xe có động cơ khác,"Số 56/9 Đại lộ Bình Dương, Tổ 15, Khu phố Bình Giao - Phường Thuận Giao - TX Thuận An - Bình Dương",Bình Dương,Công Ty TNHH Một Thành Viên Trường Hải - Bình Dương,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
3600252847,4000774434,6203404513440,Sản xuất xe có động cơ,Thôn 4 - Xã Tam Hiệp - Huyện Núi Thành - Quảng Nam,Quảng Nam,Công Ty TNHH Một Thành Viên Sản Xuất Và Lắp Ráp ô Tô Vina - Mazda,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
3600252847,4001180641,0,,,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
3600252847,4001207438,941734896634,,,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
3600252847,4001221658,,Bán buôn ô tô và xe có động cơ khác,"KCN Cơ khí ô tô Chu Lai Trường Hải, Xã Tam Hiệp, Huyện Núi Thành, Tỉnh Quảng Nam",Quảng Nam,Công Ty Trách Nhiệm Hữu Hạn Thaco Auto,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
3600252847,4001241679,, 21.  Sản xuât phụ tùng và bộ phận phụ trợ cho xe ô tô và xe có động cơ khác 2930(Chính),"Khu công nghiệp Cơ khí Ô tô Chu Lai Trường Hải, Xã Tam Hiệp, Huyện Núi Thành, Tỉnh Quảng Nam, Việt Nam",Tỉnh Quảng Nam,CÔNG TY TNHH CƠ KHÍ VÀ CÔNG NGHIỆP HỖ TRỢ TRƯỜỞNG HAẢI,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI
0302861742,0313309149,0,Hoạt động tư vấn quản lý,"Tầng 8, tòa nhà Ngân hàng Nam á, số 201-203 Cách Mạng Tháng - Phường 04 - Quận 3 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Digiworld Venture,CÔNG TY CP THẾ GIỚI SỐ
0302963695,0310540710,,,,,,NGÂN HÀNG TMCP VIỆT Á
0302963695,3801126384,,"Bán mô tô, xe máy",Số 1029 Phú Riềng Đỏ - Phường Tân Bình - Thị xã Đồng Xoài - Bình Phước,Bình Phước,Công Ty TNHH Thương Mại Vạn Hưng Thịnh,NGÂN HÀNG TMCP VIỆT Á
0303104343,0317021136,0," 6.  Hoạt động vui chơi giải trí khác chưa được phân vào đâu (trừ hoạt động kinh doanh trò chơi điện tử có thưởng dành cho người nước ngoài và kinh doanh trò chơi điện tử có thưởng trên mạng: trừ hoạt động của các sàn nhảy, vũ trường, quán bar, quán giải khát có khiêu vũ; trừ hoạt động của các phòng hát karaoke; trừ dịch vụ massage) 9329(Chính)","2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phô Hỗ Chí Minh, Việt Nam",Thành phô Hỗ Chí Minh,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẤT XANH TECH,CÔNG TY CP TẬP ĐOÀN ĐẤT XANH
0303104343,0317043429,0," 9.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bât động sản 6810(Chính)","2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phô Hỗ Chí Minh, Việt Nam",Thành phô Hỗ Chí Minh,CÔNG TY TNHH ĐÁT XANH FINANCE,CÔNG TY CP TẬP ĐOÀN ĐẤT XANH
0303104343,0317043436,0," 9.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bât động sản 6810(Chính)","2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phô Hỗ Chí Minh, Việt Nam",Thành phô Hỗ Chí Minh,CÔNG TY TNHH PATHEON HOLDINGS,CÔNG TY CP TẬP ĐOÀN ĐẤT XANH
0303104343,0317043443,0," 9.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bât động sản 6810(Chính)","2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phô Hỗ Chí Minh, Việt Nam",Thành phô Hỗ Chí Minh,CÔNG TY TNHH ATHENA INVEST,CÔNG TY CP TẬP ĐOÀN ĐẤT XANH
0303104343,2500677989,," 11.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bât động sản 6810(Chính)","Lô 23S3 - Khu đô thị Chùa Hà Tiên, Phường Liên Bảo, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc, Việt Nam",Tỉnh Vĩnh Phúc,CÔNG TY TNHH ĐẦU TƯ BẮT ĐỘNG SẲẢN PHÚC HƯNG PHÁT,CÔNG TY CP TẬP ĐOÀN ĐẤT XANH
0303104343,3301663775,0,,,,,CÔNG TY CP TẬP ĐOÀN ĐẤT XANH
0303104343,6300350302,," 11.  Kinh doanh bât động sản, quyền sử dụng đât thuộc chủ sở hữu, \ chủ sử dụng hoặc đi thuê Chi tiết: Kinh doanh bât động sản 6810(Chính)","Số 94A đường 1⁄/5, Phường V, Thành phố Vị Thanh, Tỉnh Hậu Giang, Việt Nam",Tỉnh Hậu Giang,CÔNG TY TNHH ĐẦU TƯDHG,CÔNG TY CP TẬP ĐOÀN ĐẤT XANH
0303315400,0311349756,34837109749,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","16/9 Bùi Văn Ba, Khu phố 2 - Phường Tân Thuận Đông - Quận 7 - TP Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Thương Tín Tàu Cuốc,CÔNG TY CP ĐỊA ỐC SÀI GÒN THƯƠNG TÍN
0303315400,0313552626,62846806291,"Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",97 Nguyễn Văn Trỗi - Phường 12 - Quận Phú Nhuận - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Một Thành Viên Dịch Vụ Quản Lý Bất Động Sản Sài Gòn Thương Tín,CÔNG TY CP ĐỊA ỐC SÀI GÒN THƯƠNG TÍN
0303315400,0314342290,,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","97 Nguyễn Văn Trỗi, Phường 12, Quận Phú Nhuận, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Đầu Tư Thiết Kế Xây Dựng Địa Ốc Sv,CÔNG TY CP ĐỊA ỐC SÀI GÒN THƯƠNG TÍN
3600224423,0315460547,32220851871,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,"59 Xa lộ Hà Nội, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Ahm Lifestyles - Creative Hospitality,CÔNG TY CP CHĂN NUÔI C.P. VIỆT NAM
3600224423,0316955616,4895930800, 6.  Nhà hàng và các dịch vụ ăn uông phục vụ lưu động 5610(Chính),230 Nguyễn Văn Hưởng,Thành phố Hồ Chí Minh,Công Ty TNHH Dzine Food Solutions,CÔNG TY CP CHĂN NUÔI C.P. VIỆT NAM
3600224423,0317069924,0," 1.  Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu Chi tiết: Tư vân nuôi trông thủy sản 7490(Chính)","59 Xa Lộ Hà Nội, Phường Thảo Điên, Thành phô Thủ Đức, Thành phô Hô Chí Minh, Việt Nam",Thành phô Hô Chí Minh,CÔNG TY TNHH THỦY SÁN CÔNG NGHỆ CAO VIỆT NAM,CÔNG TY CP CHĂN NUÔI C.P. VIỆT NAM
3600224423,3801181882,1470671774795,"Chế biến, bảo quản thịt và các sản phẩm từ thịt","Khu công nghiệp Becamex Bình Phước, Xã Minh Thành, Huyện Chơn Thành, Tỉnh Bình Phước",Bình Phước,Công Ty TNHH Cpv Food,CÔNG TY CP CHĂN NUÔI C.P. VIỆT NAM
0301463315,0310625379,223467426456,,,,,CÔNG TY TNHH TRUYỀN HÌNH CÁP SAIGONTOURIST
0301463315,0313627046,22198965929,"Bán buôn thiết bị và linh kiện điện tử, viễn thông","số 32, đường số 5, Khu Dân Cư Him Lam, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh",TP Hồ Chí Minh,Công Ty TNHH Đầu Tư Kinh Doanh Hạ Tầng Sctv,CÔNG TY TNHH TRUYỀN HÌNH CÁP SAIGONTOURIST
0101992921,0101013157,88245340130,Hoạt động dịch vụ hỗ trợ kinh doanh khác chưa được phân vào đâu,Số 24 Hai Bà Trưng - Phường Tràng Tiền - Quận Hoàn Kiếm - Hà Nội,Hà Nội,Công Ty TNHH Đầu Tư Thương Mại Tràng Tiền,Tổng công ty đầu tư và kinh doanh vốn nhà nước
0101992921,0200105264,0,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",Số 57 phố Bến Bính - Phường Minh Khai - Quận Hồng Bàng - Hải Phòng,Hải Phòng,Công Ty TNHH Một Thành Viên Đầu Tư Và Phát Triển Hpi,Tổng công ty đầu tư và kinh doanh vốn nhà nước
0101992921,0300459556,28656810604,,,,,Tổng công ty đầu tư và kinh doanh vốn nhà nước
0101992921,1600169225,398593464704,"Khai thác đá, cát, sỏi, đất sét",ấp Tô Bình - Xã Cô Tô - Huyện Tri Tôn - An Giang,An Giang,Công Ty TNHH Một Thành Viên Khai Thác Và Chế Biến Đá An Giang,Tổng công ty đầu tư và kinh doanh vốn nhà nước
0100107370,0108231041,13293138979,Xây dựng nhà các loại,"Số 1 Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Thành phố Hà Nội",Hà Nội,Công Ty Cổ Phần – Tổng Công Ty Xây Lắp Và Thương Mại Petrolimex,Tập đoàn Xăng dầu Việt Nam
0100107370,0300695803,3678845370155,,,,,Tập đoàn Xăng dầu Việt Nam
0100107370,0400101683,4680391348380,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan","125 Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu, Thành phố Đà Nẵng",Đà Nẵng,Petrolimex - Cửa Hàng 24,Tập đoàn Xăng dầu Việt Nam
0100107370,1400103562,684509349700,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan","Số 34, Lý Thường Kiệt - Phường 1 - Thành phố Cao Lãnh - Đồng Tháp",Đồng Tháp,Công Ty Xăng Dầu Đồng Tháp (Tnhh 01tv),Tập đoàn Xăng dầu Việt Nam
0100100061,2500150631,1506620579269,"Sản xuất săm, lốp cao su; đắp và tái chế lốp cao su",Xã Thanh lâm - Huyện Mê Linh - Hà Nội,Hà Nội,Công ty TNHH cao su INOUE Việt nam,Tập đoàn Hóa chất Việt Nam
0102276173,3400875234,,"Sản xuất, truyền tải và phân phối điện","Tầng 5 tòa nhà Viettel, KDC Hùng Vương - Phường Phú Thủy - Thành phố Phan Thiết - Bình Thuận",Bình Thuận,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Năng Lượng Tái Tạo Điện Lực Dầu Khí Việt Nam,Tập đoàn Dầu khí Việt Nam
0101216069,0100114480,0,,,,,Tổng công ty Thuốc lá Việt Nam
0101216069,0200112688,622766679143,Sản xuất sản phẩm thuốc lá,"Số 280 Đà Nẵng, Phường Vạn Mỹ, Quận Ngô Quyền, Thành phố Hải Phòng",Hải Phòng,Công Ty TNHH Thuốc Lá Hải Phòng,Tổng công ty Thuốc lá Việt Nam
0101216069,0312627283,2204374420730,Sản xuất sản phẩm thuốc lá,Lô 45C/I Đường Số 7 Khu Công Nghiệp Vĩnh Lộc - Huyện Bình Chánh - TP Hồ Chí Minh,TP Hồ Chí Minh,Công Ty TNHH Liên Doanh Vina-Bat,Tổng công ty Thuốc lá Việt Nam
0100105052,0101403767,,,,,,Tổng công ty Đường sắt Việt Nam
0100105052,0106210134,0,Dịch vụ lưu trú ngắn ngày,Số 80 phố Lý Thường Kiệt - Phường Cửa Nam - Quận Hoàn Kiếm - Hà Nội,Hà Nội,Công Ty TNHH Khách Sạn Thương Mại Sài Gòn,Tổng công ty Đường sắt Việt Nam
0100102012,0100774342,15468960553000,"Sản xuất mô tô, xe máy",Thôn Bình An - Huyện Sóc Sơn - Hà Nội,Hà Nội,Công Ty TNHH Yamaha Motor Việt Nam,Tổng công ty Lâm nghiệp Việt Nam
0100102012,0109474872,0,,,,,Tổng công ty Lâm nghiệp Việt Nam
0100102012,0307817031,4862815374,Dịch vụ lưu trú ngắn ngày,5 Thành Thái - Phường 14 - Quận 10 - TP Hồ Chí Minh,TP Hồ Chí Minh,Cty TNHH Việt Thành Thái,Tổng công ty Lâm nghiệp Việt Nam
0100102012,0400100792,264590582548,"Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện",Cảng Tiên sa - Quận Sơn Trà - Đà Nẵng,Đà Nẵng,Công ty TNHH Sản xuất Nguyên liệu giấy Việt - Nhật,Tổng công ty Lâm nghiệp Việt Nam
0100102012,3000267182,372251686577,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",Khu hậu Cảng - Thị xã Kỳ Anh - Hà Tĩnh,Hà Tĩnh,Công Ty TNHH Sản Xuất Nguyên Liệu Giấy Việt Nhật Vũng áng,Tổng công ty Lâm nghiệp Việt Nam
0100102012,3502475651,,Chi tiết: Sản xuất viên nén gỗ,Lô C  Đường Đ.01  Khu Công nghiệp Châu Đức  Xã Suối Nghệ,Tỉnh Bà Rịa - Vũng Tàu,CÔNG TY TNHH NĂNG LƯỢNG TÁI TẠO USV,Tổng công ty Lâm nghiệp Việt Nam
0100102012,4100259155,276487018862,"Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện","Đường số 10, Khu công nghiệp Phú Tài - Phường Bùi Thị Xuân - Thành phố Quy Nhơn - Bình Định",Bình Định,Công ty TNHH Nguyên liệu giấy Quy Nhơn,Tổng công ty Lâm nghiệp Việt Nam
0100102012,4300271103,37982514378,,,,,Tổng công ty Lâm nghiệp Việt Nam
0100102012,4300726262,4713411474,"Chế biến gỗ và sản xuất sản phẩm từ gỗ, tre, nứa (trừ giường, tủ, bàn, ghế); sản xuất sản phẩm từ rơm, rạ và vật liệu tết bện",Bình Chánh - Xã Bình Chánh - Huyện Bình Sơn - Quảng Ngãi,Quảng Ngãi,Công Ty TNHH Việt Nhật Chế Biến Gỗ Và Dăm Gỗ Dung Quất,Tổng công ty Lâm nghiệp Việt Nam
0100102012,5700481587,1541095080397,"Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện","KCN Cái Lân, Phường Giếng Đáy, Thành phố Hạ Long, Tỉnh Quảng Ninh",Quảng Ninh,Công Ty TNHH Sản Xuất Nguyên Liệu Giấy Việt Nhật Cái Lân,Tổng công ty Lâm nghiệp Việt Nam
0105926285,0108801439,102267420770,,,,,Công ty Cổ phần Tổng Công ty Truyền hình cáp Việt Nam
0100106320,0300608568,4449224572424,,,,,Tổng công ty Công nghiệp xi măng Việt Nam
0100108624,0104831665,229002145320,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải hàng không,"Số 5/200, đường Nguyễn Sơn - Quận Long Biên - Hà Nội",Hà Nội,Công Ty TNHH Kỹ Thuật Quản Lý Bay,Tổng Công Ty Quản Lý Bay Việt Nam- Công ty TNHH
0100100047,0200108811,4514868200980,Đúc sắt thép,"Km9, Khu vật cách, Quán toan - Quận Hồng Bàng - Hải Phòng",Hải Phòng,Công ty liên doanh sản xuất thép VINAUSTEEL,Tổng công ty Thép Việt Nam - CTCP
0100100047,0200109043,433594174346,Đúc sắt thép,Km 9 - Phường Quán toan - Quận Hồng Bàng - Hải Phòng,Hải Phòng,Công ty trách nhiệm hữu hạn ống thép Việt Nam,Tổng công ty Thép Việt Nam - CTCP
0100100047,0300717856,319105072782,,,,,Tổng công ty Thép Việt Nam - CTCP
0100100047,0300828997,217171728445,,,,,Tổng công ty Thép Việt Nam - CTCP
0100100047,3500100618,137525239461,,,,,Tổng công ty Thép Việt Nam - CTCP
0100100047,3500106761,11288841942459,,,,,Tổng công ty Thép Việt Nam - CTCP
